year_month,product_title,forecast_units,product_variant_title,mix_share,forecast_units_variant
2026-10-01,Yumbox Panino 4 Compartments (Medium),8,Tropical Aqua,0.016666666666666666,0
2026-10-01,Yumbox Panino 4 Compartments (Medium),8,Wow Red,0.11666666666666667,1
2026-11-01,Yumbox Panino 4 Compartments (Medium),2,Fifi Pink,0.3333333333333333,1
2026-11-01,Yumbox Panino 4 Compartments (Medium),2,Hazy Blue,0.08333333333333333,0
2026-11-01,Yumbox Panino 4 Compartments (Medium),2,Lulu Purple,0.15,0
2026-11-01,Yumbox Panino 4 Compartments (Medium),2,Matcha Green,0.15,0
2026-11-01,Yumbox Panino 4 Compartments (Medium),2,Monte Carlo Blue,0.05,0
2026-11-01,Yumbox Panino 4 Compartments (Medium),2,Surf Blue - Shark,0.1,0
2026-11-01,Yumbox Panino 4 Compartments (Medium),2,Tropical Aqua,0.016666666666666666,0
2026-11-01,Yumbox Panino 4 Compartments (Medium),2,Wow Red,0.11666666666666667,0
2026-12-01,Yumbox Panino 4 Compartments (Medium),9,Fifi Pink,0.3333333333333333,3
2026-12-01,Yumbox Panino 4 Compartments (Medium),9,Hazy Blue,0.08333333333333333,1
2026-12-01,Yumbox Panino 4 Compartments (Medium),9,Lulu Purple,0.15,1
2026-12-01,Yumbox Panino 4 Compartments (Medium),9,Matcha Green,0.15,1
2026-12-01,Yumbox Panino 4 Compartments (Medium),9,Monte Carlo Blue,0.05,0
2026-12-01,Yumbox Panino 4 Compartments (Medium),9,Surf Blue - Shark,0.1,1
2026-12-01,Yumbox Panino 4 Compartments (Medium),9,Tropical Aqua,0.016666666666666666,0
2026-12-01,Yumbox Panino 4 Compartments (Medium),9,Wow Red,0.11666666666666667,1
2026-01-01,OmieTote,15,Blue,0.23170731707317074,3
2026-01-01,OmieTote,15,Green,0.14634146341463414,2
2026-01-01,OmieTote,15,Pink,0.35365853658536583,5
2026-01-01,OmieTote,15,Purple,0.2682926829268293,4
2026-02-01,OmieTote,0,Blue,0.23170731707317074,0
2026-02-01,OmieTote,0,Green,0.14634146341463414,0
2026-02-01,OmieTote,0,Pink,0.35365853658536583,0
2026-02-01,OmieTote,0,Purple,0.2682926829268293,0
2026-03-01,OmieTote,0,Blue,0.23170731707317074,0
2026-03-01,OmieTote,0,Green,0.14634146341463414,0
2026-03-01,OmieTote,0,Pink,0.35365853658536583,0
2026-03-01,OmieTote,0,Purple,0.2682926829268293,0
2026-04-01,OmieTote,0,Blue,0.23170731707317074,0
2026-04-01,OmieTote,0,Green,0.14634146341463414,0
2026-04-01,OmieTote,0,Pink,0.35365853658536583,0
2026-04-01,OmieTote,0,Purple,0.2682926829268293,0
2026-05-01,OmieTote,7,Blue,0.23170731707317074,2
2026-05-01,OmieTote,7,Green,0.14634146341463414,1
2026-05-01,OmieTote,7,Pink,0.35365853658536583,2
2026-05-01,OmieTote,7,Purple,0.2682926829268293,2
2026-06-01,OmieTote,0,Blue,0.23170731707317074,0
2026-06-01,OmieTote,0,Green,0.14634146341463414,0
2026-06-01,OmieTote,0,Pink,0.35365853658536583,0
2026-06-01,OmieTote,0,Purple,0.2682926829268293,0
2026-07-01,OmieTote,6,Blue,0.23170731707317074,1
2026-07-01,OmieTote,6,Green,0.14634146341463414,1
2026-07-01,OmieTote,6,Pink,0.35365853658536583,2
2026-07-01,OmieTote,6,Purple,0.2682926829268293,2
2026-08-01,OmieTote,20,Blue,0.23170731707317074,5
2026-08-01,OmieTote,20,Green,0.14634146341463414,3
2026-08-01,OmieTote,20,Pink,0.35365853658536583,7
2026-08-01,OmieTote,20,Purple,0.2682926829268293,5
2026-09-01,OmieTote,3,Blue,0.23170731707317074,1
2026-09-01,OmieTote,3,Green,0.14634146341463414,0
2026-09-01,OmieTote,3,Pink,0.35365853658536583,1
2026-09-01,OmieTote,3,Purple,0.2682926829268293,1
2026-10-01,OmieTote,2,Blue,0.23170731707317074,0
2026-10-01,OmieTote,2,Green,0.14634146341463414,0
2026-10-01,OmieTote,2,Pink,0.35365853658536583,1
2026-10-01,OmieTote,2,Purple,0.2682926829268293,1
2026-11-01,OmieTote,3,Blue,0.23170731707317074,1
2026-11-01,OmieTote,3,Green,0.14634146341463414,0
2026-11-01,OmieTote,3,Pink,0.35365853658536583,1
2026-11-01,OmieTote,3,Purple,0.2682926829268293,1
2026-12-01,OmieTote,8,Blue,0.23170731707317074,2
2026-12-01,OmieTote,8,Green,0.14634146341463414,1
2026-12-01,OmieTote,8,Pink,0.35365853658536583,3
2026-12-01,OmieTote,8,Purple,0.2682926829268293,2
2026-01-01,OmieBottle,12,Blue,0.2755102040816326,3
2026-01-01,OmieBottle,12,Lilac,0.12244897959183673,1
2026-01-01,OmieBottle,12,Pink,0.25510204081632654,3
2026-01-01,OmieBottle,12,Teal,0.3469387755102041,4
2026-02-01,OmieBottle,13,Blue,0.2755102040816326,4
2026-02-01,OmieBottle,13,Lilac,0.12244897959183673,2
2026-02-01,OmieBottle,13,Pink,0.25510204081632654,3
2026-02-01,OmieBottle,13,Teal,0.3469387755102041,5
2026-03-01,OmieBottle,13,Blue,0.2755102040816326,4
2026-03-01,OmieBottle,13,Lilac,0.12244897959183673,2
2026-03-01,OmieBottle,13,Pink,0.25510204081632654,3
2026-03-01,OmieBottle,13,Teal,0.3469387755102041,5
2026-04-01,OmieBottle,13,Blue,0.2755102040816326,4
2026-04-01,OmieBottle,13,Lilac,0.12244897959183673,2
2026-04-01,OmieBottle,13,Pink,0.25510204081632654,3
2026-04-01,OmieBottle,13,Teal,0.3469387755102041,5
2026-05-01,OmieBottle,13,Blue,0.2755102040816326,4
2026-05-01,OmieBottle,13,Lilac,0.12244897959183673,2
2026-05-01,OmieBottle,13,Pink,0.25510204081632654,3
2026-05-01,OmieBottle,13,Teal,0.3469387755102041,5
2026-06-01,OmieBottle,13,Blue,0.2755102040816326,4
2026-06-01,OmieBottle,13,Lilac,0.12244897959183673,2
2026-06-01,OmieBottle,13,Pink,0.25510204081632654,3
2026-06-01,OmieBottle,13,Teal,0.3469387755102041,5
2026-07-01,OmieBottle,13,Blue,0.2755102040816326,4
2026-07-01,OmieBottle,13,Lilac,0.12244897959183673,2
2026-07-01,OmieBottle,13,Pink,0.25510204081632654,3
2026-07-01,OmieBottle,13,Teal,0.3469387755102041,5
2026-08-01,OmieBottle,13,Blue,0.2755102040816326,4
2026-08-01,OmieBottle,13,Lilac,0.12244897959183673,2
2026-08-01,OmieBottle,13,Pink,0.25510204081632654,3
2026-08-01,OmieBottle,13,Teal,0.3469387755102041,5
2026-09-01,OmieBottle,13,Blue,0.2755102040816326,4
2026-09-01,OmieBottle,13,Lilac,0.12244897959183673,2
2026-09-01,OmieBottle,13,Pink,0.25510204081632654,3
2026-09-01,OmieBottle,13,Teal,0.3469387755102041,5
2026-10-01,OmieBottle,13,Blue,0.2755102040816326,4
2026-10-01,OmieBottle,13,Lilac,0.12244897959183673,2
2026-10-01,OmieBottle,13,Pink,0.25510204081632654,3
2026-10-01,OmieBottle,13,Teal,0.3469387755102041,5
2026-11-01,OmieBottle,13,Blue,0.2755102040816326,4
2026-11-01,OmieBottle,13,Lilac,0.12244897959183673,2
2026-11-01,OmieBottle,13,Pink,0.25510204081632654,3
2026-11-01,OmieBottle,13,Teal,0.3469387755102041,5
2026-12-01,OmieBottle,13,Blue,0.2755102040816326,4
2026-12-01,OmieBottle,13,Lilac,0.12244897959183673,2
2026-12-01,OmieBottle,13,Pink,0.25510204081632654,3
2026-12-01,OmieBottle,13,Teal,0.3469387755102041,5
2026-01-01,Omiebox divider,7,Blue,0.1746031746031746,1
2026-01-01,Omiebox divider,7,Lime,0.20634920634920634,1
2026-01-01,Omiebox divider,7,Orange,0.20634920634920634,1
2026-01-01,Omiebox divider,7,Teal,0.4126984126984127,3
2026-02-01,Omiebox divider,4,Blue,0.1746031746031746,1
2026-02-01,Omiebox divider,4,Lime,0.20634920634920634,1
2026-02-01,Omiebox divider,4,Orange,0.20634920634920634,1
2026-02-01,Omiebox divider,4,Teal,0.4126984126984127,2
2026-03-01,Omiebox divider,5,Blue,0.1746031746031746,1
2026-03-01,Omiebox divider,5,Lime,0.20634920634920634,1
2026-03-01,Omiebox divider,5,Orange,0.20634920634920634,1
2026-03-01,Omiebox divider,5,Teal,0.4126984126984127,2
2026-04-01,Omiebox divider,4,Blue,0.1746031746031746,1
2026-04-01,Omiebox divider,4,Lime,0.20634920634920634,1
2026-04-01,Omiebox divider,4,Orange,0.20634920634920634,1
2026-04-01,Omiebox divider,4,Teal,0.4126984126984127,2
2026-05-01,Omiebox divider,1,Blue,0.1746031746031746,0
2026-05-01,Omiebox divider,1,Lime,0.20634920634920634,0
2026-05-01,Omiebox divider,1,Orange,0.20634920634920634,0
2026-05-01,Omiebox divider,1,Teal,0.4126984126984127,0
2026-06-01,Omiebox divider,1,Blue,0.1746031746031746,0
2026-06-01,Omiebox divider,1,Lime,0.20634920634920634,0
2026-06-01,Omiebox divider,1,Orange,0.20634920634920634,0
2026-06-01,Omiebox divider,1,Teal,0.4126984126984127,0
2026-07-01,Omiebox divider,3,Blue,0.1746031746031746,1
2026-07-01,Omiebox divider,3,Lime,0.20634920634920634,1
2026-07-01,Omiebox divider,3,Orange,0.20634920634920634,1
2026-07-01,Omiebox divider,3,Teal,0.4126984126984127,1
2026-08-01,Omiebox divider,19,Blue,0.1746031746031746,3
2026-08-01,Omiebox divider,19,Lime,0.20634920634920634,4
2026-08-01,Omiebox divider,19,Orange,0.20634920634920634,4
2026-08-01,Omiebox divider,19,Teal,0.4126984126984127,8
2026-09-01,Omiebox divider,15,Blue,0.1746031746031746,3
2026-09-01,Omiebox divider,15,Lime,0.20634920634920634,3
2026-09-01,Omiebox divider,15,Orange,0.20634920634920634,3
2026-09-01,Omiebox divider,15,Teal,0.4126984126984127,6
2026-10-01,Omiebox divider,6,Blue,0.1746031746031746,1
2026-10-01,Omiebox divider,6,Lime,0.20634920634920634,1
2026-10-01,Omiebox divider,6,Orange,0.20634920634920634,1
2026-10-01,Omiebox divider,6,Teal,0.4126984126984127,2
2026-11-01,Omiebox divider,7,Blue,0.1746031746031746,1
2026-11-01,Omiebox divider,7,Lime,0.20634920634920634,1
2026-11-01,Omiebox divider,7,Orange,0.20634920634920634,1
2026-11-01,Omiebox divider,7,Teal,0.4126984126984127,3
2026-12-01,Omiebox divider,11,Blue,0.1746031746031746,2
2026-12-01,Omiebox divider,11,Lime,0.20634920634920634,2
2026-12-01,Omiebox divider,11,Orange,0.20634920634920634,2
2026-12-01,Omiebox divider,11,Teal,0.4126984126984127,5
2026-01-01,Unknown,12,Standard,1.0,12
2026-02-01,Unknown,13,Standard,1.0,13
2026-03-01,Unknown,9,Standard,1.0,9
2026-04-01,Unknown,9,Standard,1.0,9
2026-05-01,Unknown,11,Standard,1.0,11
2026-06-01,Unknown,10,Standard,1.0,10
2026-07-01,Unknown,11,Standard,1.0,11
2026-08-01,Unknown,13,Standard,1.0,13
2026-09-01,Unknown,15,Standard,1.0,15
2026-10-01,Unknown,11,Standard,1.0,11
2026-11-01,Unknown,15,Standard,1.0,15
2026-12-01,Unknown,9,Standard,1.0,9
2024-05-01,MontiiCo Original Bottle 600ml,10,Default,1.0,10
2024-06-01,MontiiCo Original Bottle 600ml,10,Default,1.0,10
2024-07-01,MontiiCo Original Bottle 600ml,10,Default,1.0,10
2024-08-01,MontiiCo Original Bottle 600ml,10,Default,1.0,10
2024-09-01,MontiiCo Original Bottle 600ml,10,Default,1.0,10
2024-10-01,MontiiCo Original Bottle 600ml,10,Default,1.0,10
2024-11-01,MontiiCo Original Bottle 600ml,10,Default,1.0,10
2024-12-01,MontiiCo Original Bottle 600ml,10,Default,1.0,10
2025-01-01,MontiiCo Original Bottle 600ml,10,Default,1.0,10
2025-02-01,MontiiCo Original Bottle 600ml,10,Default,1.0,10
2025-03-01,MontiiCo Original Bottle 600ml,10,Default,1.0,10
2025-04-01,MontiiCo Original Bottle 600ml,10,Default,1.0,10
2026-01-01,Yumbox Zuppa (spoon included),8,Bijoux Purple,0.44642857142857145,4
2026-01-01,Yumbox Zuppa (spoon included),8,Neptune Blue,0.5535714285714286,4
2026-02-01,Yumbox Zuppa (spoon included),5,Bijoux Purple,0.44642857142857145,2
2026-02-01,Yumbox Zuppa (spoon included),5,Neptune Blue,0.5535714285714286,3
2026-03-01,Yumbox Zuppa (spoon included),8,Bijoux Purple,0.44642857142857145,4
2026-03-01,Yumbox Zuppa (spoon included),8,Neptune Blue,0.5535714285714286,4
2026-04-01,Yumbox Zuppa (spoon included),3,Bijoux Purple,0.44642857142857145,1
2026-04-01,Yumbox Zuppa (spoon included),3,Neptune Blue,0.5535714285714286,2
2026-05-01,Yumbox Zuppa (spoon included),5,Bijoux Purple,0.44642857142857145,2
2026-05-01,Yumbox Zuppa (spoon included),5,Neptune Blue,0.5535714285714286,3
2026-06-01,Yumbox Zuppa (spoon included),3,Bijoux Purple,0.44642857142857145,1
2026-06-01,Yumbox Zuppa (spoon included),3,Neptune Blue,0.5535714285714286,2
2026-07-01,Yumbox Zuppa (spoon included),12,Bijoux Purple,0.44642857142857145,5
2026-07-01,Yumbox Zuppa (spoon included),12,Neptune Blue,0.5535714285714286,7
2026-08-01,Yumbox Zuppa (spoon included),6,Bijoux Purple,0.44642857142857145,3
2026-08-01,Yumbox Zuppa (spoon included),6,Neptune Blue,0.5535714285714286,3
2026-09-01,Yumbox Zuppa (spoon included),14,Bijoux Purple,0.44642857142857145,6
2026-09-01,Yumbox Zuppa (spoon included),14,Neptune Blue,0.5535714285714286,8
2026-10-01,Yumbox Zuppa (spoon included),12,Bijoux Purple,0.44642857142857145,5
2026-10-01,Yumbox Zuppa (spoon included),12,Neptune Blue,0.5535714285714286,7
2026-11-01,Yumbox Zuppa (spoon included),4,Bijoux Purple,0.44642857142857145,2
2026-11-01,Yumbox Zuppa (spoon included),4,Neptune Blue,0.5535714285714286,2
2026-12-01,Yumbox Zuppa (spoon included),4,Bijoux Purple,0.44642857142857145,2
2026-12-01,Yumbox Zuppa (spoon included),4,Neptune Blue,0.5535714285714286,2
2025-11-01,Yumbox Original 6 Compartments (Medium),1,Fifi Pink,0.2,0
2025-11-01,Yumbox Original 6 Compartments (Medium),1,Hazy Gray,0.16666666666666666,0
2025-11-01,Yumbox Original 6 Compartments (Medium),1,Lulu Purple,0.03333333333333333,0
2025-11-01,Yumbox Original 6 Compartments (Medium),1,Matcha Green,0.1,0
2025-11-01,Yumbox Original 6 Compartments (Medium),1,Serene Aqua,0.16666666666666666,0
2025-11-01,Yumbox Original 6 Compartments (Medium),1,Sunburst Yellow,0.16666666666666666,0
2025-11-01,Yumbox Original 6 Compartments (Medium),1,Wow Red,0.16666666666666666,0
2025-12-01,Yumbox Original 6 Compartments (Medium),4,Fifi Pink,0.2,1
2025-12-01,Yumbox Original 6 Compartments (Medium),4,Hazy Gray,0.16666666666666666,1
2025-12-01,Yumbox Original 6 Compartments (Medium),4,Lulu Purple,0.03333333333333333,0
2025-12-01,Yumbox Original 6 Compartments (Medium),4,Matcha Green,0.1,0
2025-12-01,Yumbox Original 6 Compartments (Medium),4,Serene Aqua,0.16666666666666666,1
2025-12-01,Yumbox Original 6 Compartments (Medium),4,Sunburst Yellow,0.16666666666666666,1
2025-12-01,Yumbox Original 6 Compartments (Medium),4,Wow Red,0.16666666666666666,1
2026-01-01,Yumbox Original 6 Compartments (Medium),15,Fifi Pink,0.2,3
2026-01-01,Yumbox Original 6 Compartments (Medium),15,Hazy Gray,0.16666666666666666,2
2026-01-01,Yumbox Original 6 Compartments (Medium),15,Lulu Purple,0.03333333333333333,0
2026-01-01,Yumbox Original 6 Compartments (Medium),15,Matcha Green,0.1,2
2026-01-01,Yumbox Original 6 Compartments (Medium),15,Serene Aqua,0.16666666666666666,2
2026-01-01,Yumbox Original 6 Compartments (Medium),15,Sunburst Yellow,0.16666666666666666,2
2026-01-01,Yumbox Original 6 Compartments (Medium),15,Wow Red,0.16666666666666666,2
2026-02-01,Yumbox Original 6 Compartments (Medium),3,Fifi Pink,0.2,1
2026-02-01,Yumbox Original 6 Compartments (Medium),3,Hazy Gray,0.16666666666666666,0
2026-02-01,Yumbox Original 6 Compartments (Medium),3,Lulu Purple,0.03333333333333333,0
2026-02-01,Yumbox Original 6 Compartments (Medium),3,Matcha Green,0.1,0
2026-02-01,Yumbox Original 6 Compartments (Medium),3,Serene Aqua,0.16666666666666666,0
2026-02-01,Yumbox Original 6 Compartments (Medium),3,Sunburst Yellow,0.16666666666666666,0
2026-02-01,Yumbox Original 6 Compartments (Medium),3,Wow Red,0.16666666666666666,0
2026-03-01,Yumbox Original 6 Compartments (Medium),9,Fifi Pink,0.2,2
2026-03-01,Yumbox Original 6 Compartments (Medium),9,Hazy Gray,0.16666666666666666,2
2026-03-01,Yumbox Original 6 Compartments (Medium),9,Lulu Purple,0.03333333333333333,0
2026-03-01,Yumbox Original 6 Compartments (Medium),9,Matcha Green,0.1,1
2026-03-01,Yumbox Original 6 Compartments (Medium),9,Serene Aqua,0.16666666666666666,2
2026-03-01,Yumbox Original 6 Compartments (Medium),9,Sunburst Yellow,0.16666666666666666,2
2026-03-01,Yumbox Original 6 Compartments (Medium),9,Wow Red,0.16666666666666666,2
2026-04-01,Yumbox Original 6 Compartments (Medium),10,Fifi Pink,0.2,2
2026-04-01,Yumbox Original 6 Compartments (Medium),10,Hazy Gray,0.16666666666666666,2
2026-04-01,Yumbox Original 6 Compartments (Medium),10,Lulu Purple,0.03333333333333333,0
2026-04-01,Yumbox Original 6 Compartments (Medium),10,Matcha Green,0.1,1
2026-04-01,Yumbox Original 6 Compartments (Medium),10,Serene Aqua,0.16666666666666666,2
2026-04-01,Yumbox Original 6 Compartments (Medium),10,Sunburst Yellow,0.16666666666666666,2
2026-04-01,Yumbox Original 6 Compartments (Medium),10,Wow Red,0.16666666666666666,2
2026-05-01,Yumbox Original 6 Compartments (Medium),4,Fifi Pink,0.2,1
2026-05-01,Yumbox Original 6 Compartments (Medium),4,Hazy Gray,0.16666666666666666,1
2026-05-01,Yumbox Original 6 Compartments (Medium),4,Lulu Purple,0.03333333333333333,0
2026-05-01,Yumbox Original 6 Compartments (Medium),4,Matcha Green,0.1,0
2026-05-01,Yumbox Original 6 Compartments (Medium),4,Serene Aqua,0.16666666666666666,1
2026-05-01,Yumbox Original 6 Compartments (Medium),4,Sunburst Yellow,0.16666666666666666,1
2026-05-01,Yumbox Original 6 Compartments (Medium),4,Wow Red,0.16666666666666666,1
2026-06-01,Yumbox Original 6 Compartments (Medium),2,Fifi Pink,0.2,0
2026-06-01,Yumbox Original 6 Compartments (Medium),2,Hazy Gray,0.16666666666666666,0
2026-06-01,Yumbox Original 6 Compartments (Medium),2,Lulu Purple,0.03333333333333333,0
2026-06-01,Yumbox Original 6 Compartments (Medium),2,Matcha Green,0.1,0
2026-06-01,Yumbox Original 6 Compartments (Medium),2,Serene Aqua,0.16666666666666666,0
2026-06-01,Yumbox Original 6 Compartments (Medium),2,Sunburst Yellow,0.16666666666666666,0
2026-06-01,Yumbox Original 6 Compartments (Medium),2,Wow Red,0.16666666666666666,0
2026-07-01,Yumbox Original 6 Compartments (Medium),2,Fifi Pink,0.2,0
2026-07-01,Yumbox Original 6 Compartments (Medium),2,Hazy Gray,0.16666666666666666,0
2026-07-01,Yumbox Original 6 Compartments (Medium),2,Lulu Purple,0.03333333333333333,0
2026-07-01,Yumbox Original 6 Compartments (Medium),2,Matcha Green,0.1,0
2026-07-01,Yumbox Original 6 Compartments (Medium),2,Serene Aqua,0.16666666666666666,0
2026-07-01,Yumbox Original 6 Compartments (Medium),2,Sunburst Yellow,0.16666666666666666,0
2026-07-01,Yumbox Original 6 Compartments (Medium),2,Wow Red,0.16666666666666666,0
2026-08-01,Yumbox Original 6 Compartments (Medium),6,Fifi Pink,0.2,1
2026-08-01,Yumbox Original 6 Compartments (Medium),6,Hazy Gray,0.16666666666666666,1
2026-08-01,Yumbox Original 6 Compartments (Medium),6,Lulu Purple,0.03333333333333333,0
2026-08-01,Yumbox Original 6 Compartments (Medium),6,Matcha Green,0.1,1
2026-08-01,Yumbox Original 6 Compartments (Medium),6,Serene Aqua,0.16666666666666666,1
2026-08-01,Yumbox Original 6 Compartments (Medium),6,Sunburst Yellow,0.16666666666666666,1
2026-08-01,Yumbox Original 6 Compartments (Medium),6,Wow Red,0.16666666666666666,1
2026-09-01,Yumbox Original 6 Compartments (Medium),14,Fifi Pink,0.2,3
2026-09-01,Yumbox Original 6 Compartments (Medium),14,Hazy Gray,0.16666666666666666,2
2026-09-01,Yumbox Original 6 Compartments (Medium),14,Lulu Purple,0.03333333333333333,0
2026-09-01,Yumbox Original 6 Compartments (Medium),14,Matcha Green,0.1,1
2026-09-01,Yumbox Original 6 Compartments (Medium),14,Serene Aqua,0.16666666666666666,2
2026-09-01,Yumbox Original 6 Compartments (Medium),14,Sunburst Yellow,0.16666666666666666,2
2026-09-01,Yumbox Original 6 Compartments (Medium),14,Wow Red,0.16666666666666666,2
2026-10-01,Yumbox Original 6 Compartments (Medium),5,Fifi Pink,0.2,1
2026-10-01,Yumbox Original 6 Compartments (Medium),5,Hazy Gray,0.16666666666666666,1
2026-10-01,Yumbox Original 6 Compartments (Medium),5,Lulu Purple,0.03333333333333333,0
2026-10-01,Yumbox Original 6 Compartments (Medium),5,Matcha Green,0.1,0
2026-10-01,Yumbox Original 6 Compartments (Medium),5,Serene Aqua,0.16666666666666666,1
2026-10-01,Yumbox Original 6 Compartments (Medium),5,Sunburst Yellow,0.16666666666666666,1
2026-10-01,Yumbox Original 6 Compartments (Medium),5,Wow Red,0.16666666666666666,1
2026-01-01,Stix (Set of 4),2,Blue (4),0.32,1
2026-01-01,Stix (Set of 4),2,Pink (4),0.4,1
2026-01-01,Stix (Set of 4),2,Yellow (4),0.28,1
2026-02-01,Stix (Set of 4),6,Blue (4),0.32,2
2026-02-01,Stix (Set of 4),6,Pink (4),0.4,2
2026-02-01,Stix (Set of 4),6,Yellow (4),0.28,2
2026-03-01,Stix (Set of 4),12,Blue (4),0.32,4
2026-03-01,Stix (Set of 4),12,Pink (4),0.4,5
2026-03-01,Stix (Set of 4),12,Yellow (4),0.28,3
2026-04-01,Stix (Set of 4),1,Blue (4),0.32,0
2026-04-01,Stix (Set of 4),1,Pink (4),0.4,0
2026-04-01,Stix (Set of 4),1,Yellow (4),0.28,0
2026-05-01,Stix (Set of 4),7,Blue (4),0.32,2
2026-05-01,Stix (Set of 4),7,Pink (4),0.4,3
2026-05-01,Stix (Set of 4),7,Yellow (4),0.28,2
2026-06-01,Stix (Set of 4),1,Blue (4),0.32,0
2026-06-01,Stix (Set of 4),1,Pink (4),0.4,0
2026-06-01,Stix (Set of 4),1,Yellow (4),0.28,0
2026-07-01,Stix (Set of 4),1,Blue (4),0.32,0
2026-07-01,Stix (Set of 4),1,Pink (4),0.4,0
2026-07-01,Stix (Set of 4),1,Yellow (4),0.28,0
2026-08-01,Stix (Set of 4),4,Blue (4),0.32,1
2026-08-01,Stix (Set of 4),4,Pink (4),0.4,2
2026-08-01,Stix (Set of 4),4,Yellow (4),0.28,1
2026-09-01,Stix (Set of 4),7,Blue (4),0.32,2
2026-09-01,Stix (Set of 4),7,Pink (4),0.4,3
2026-09-01,Stix (Set of 4),7,Yellow (4),0.28,2
2026-10-01,Stix (Set of 4),5,Blue (4),0.32,2
2026-10-01,Stix (Set of 4),5,Pink (4),0.4,2
2026-10-01,Stix (Set of 4),5,Yellow (4),0.28,1
2026-11-01,Stix (Set of 4),4,Blue (4),0.32,1
2026-11-01,Stix (Set of 4),4,Pink (4),0.4,2
2026-11-01,Stix (Set of 4),4,Yellow (4),0.28,1
2026-12-01,Stix (Set of 4),6,Blue (4),0.32,2
2026-12-01,Stix (Set of 4),6,Pink (4),0.4,2
2026-12-01,Stix (Set of 4),6,Yellow (4),0.28,2
2026-01-01,OmiePod UP,17,Azure,0.31875,5
2026-01-01,OmiePod UP,17,Blush,0.225,4
2026-01-01,OmiePod UP,17,Sunny,0.25,4
2026-01-01,OmiePod UP,17,Violet,0.20625,4
2026-02-01,OmiePod UP,16,Azure,0.31875,5
2026-02-01,OmiePod UP,16,Blush,0.225,4
2026-02-01,OmiePod UP,16,Sunny,0.25,4
2026-02-01,OmiePod UP,16,Violet,0.20625,3
2026-03-01,OmiePod UP,14,Azure,0.31875,4
2026-03-01,OmiePod UP,14,Blush,0.225,3
2026-03-01,OmiePod UP,14,Sunny,0.25,4
2026-03-01,OmiePod UP,14,Violet,0.20625,3
2026-04-01,OmiePod UP,13,Azure,0.31875,4
2026-04-01,OmiePod UP,13,Blush,0.225,3
2026-04-01,OmiePod UP,13,Sunny,0.25,3
2026-04-01,OmiePod UP,13,Violet,0.20625,3
2026-05-01,OmiePod UP,11,Azure,0.31875,4
2026-05-01,OmiePod UP,11,Blush,0.225,2
2026-05-01,OmiePod UP,11,Sunny,0.25,3
2026-05-01,OmiePod UP,11,Violet,0.20625,2
2026-06-01,OmiePod UP,10,Azure,0.31875,3
2026-06-01,OmiePod UP,10,Blush,0.225,2
2026-06-01,OmiePod UP,10,Sunny,0.25,2
2026-06-01,OmiePod UP,10,Violet,0.20625,2
2026-07-01,OmiePod UP,8,Azure,0.31875,3
2026-07-01,OmiePod UP,8,Blush,0.225,2
2026-07-01,OmiePod UP,8,Sunny,0.25,2
2026-07-01,OmiePod UP,8,Violet,0.20625,2
2026-08-01,OmiePod UP,7,Azure,0.31875,2
2026-08-01,OmiePod UP,7,Blush,0.225,2
2026-08-01,OmiePod UP,7,Sunny,0.25,2
2026-08-01,OmiePod UP,7,Violet,0.20625,1
2026-09-01,OmiePod UP,5,Azure,0.31875,2
2026-09-01,OmiePod UP,5,Blush,0.225,1
2026-09-01,OmiePod UP,5,Sunny,0.25,1
2026-09-01,OmiePod UP,5,Violet,0.20625,1
2026-10-01,OmiePod UP,4,Azure,0.31875,1
2026-10-01,OmiePod UP,4,Blush,0.225,1
2026-10-01,OmiePod UP,4,Sunny,0.25,1
2026-10-01,OmiePod UP,4,Violet,0.20625,1
2026-11-01,OmiePod UP,3,Azure,0.31875,1
2026-11-01,OmiePod UP,3,Blush,0.225,1
2026-11-01,OmiePod UP,3,Sunny,0.25,1
2026-11-01,OmiePod UP,3,Violet,0.20625,1
2026-12-01,OmiePod UP,1,Azure,0.31875,0
2026-12-01,OmiePod UP,1,Blush,0.225,0
2026-12-01,OmiePod UP,1,Sunny,0.25,0
2026-12-01,OmiePod UP,1,Violet,0.20625,0
2025-10-01,Omiebox Bentobox Green Meadow,10,Default Title,1.0,10
2025-11-01,Omiebox Bentobox Green Meadow,5,Default Title,1.0,5
2025-12-01,Omiebox Bentobox Green Meadow,13,Default Title,1.0,13
2026-01-01,Omiebox Bentobox Green Meadow,12,Default Title,1.0,12
2026-02-01,Omiebox Bentobox Green Meadow,5,Default Title,1.0,5
2026-03-01,Omiebox Bentobox Green Meadow,9,Default Title,1.0,9
2026-04-01,Omiebox Bentobox Green Meadow,7,Default Title,1.0,7
2026-05-01,Omiebox Bentobox Green Meadow,5,Default Title,1.0,5
2026-06-01,Omiebox Bentobox Green Meadow,5,Default Title,1.0,5
2026-07-01,Omiebox Bentobox Green Meadow,6,Default Title,1.0,6
2026-08-01,Omiebox Bentobox Green Meadow,12,Default Title,1.0,12
2026-09-01,Omiebox Bentobox Green Meadow,8,Default Title,1.0,8
2026-01-01,Silicone Cups (Set of 3),0,Blue,0.3142857142857143,0
2026-01-01,Silicone Cups (Set of 3),0,Yellow,0.6857142857142857,0
2026-02-01,Silicone Cups (Set of 3),4,Blue,0.3142857142857143,1
2026-02-01,Silicone Cups (Set of 3),4,Yellow,0.6857142857142857,3
